,Player No,Player Name,Position,Successful,Errors,Attempts,Total,Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
6,2,Kästner Pia ,S,0,0,0,0,,GER,RECEPTION,4,21,13754,0
7,5,Glaab Corina ,S,0,0,0,0,,GER,RECEPTION,4,21,13754,0
8,10,Stigrot Lena ,OH,0,0,0,0,,GER,RECEPTION,4,21,13754,0
9,12,Orthmann Hanna ,OH,0,0,0,0,,GER,RECEPTION,4,21,13754,0
10,13,Hippe Saskia ,O,0,0,0,0,,GER,RECEPTION,4,21,13754,0
11,14,Schölzel Marie ,MB,0,0,0,0,,GER,RECEPTION,4,21,13754,0
12,21,Weitzel Camilla ,MB,0,0,0,0,,GER,RECEPTION,4,21,13754,0
13,22,Strubbe Monique ,MB,0,0,0,0,,GER,RECEPTION,4,21,13754,0
0,17,Bergmann Julia Isabelle ,OH,37,2,21,60,58.33,BRA,RECEPTION,0,0,13754,
1,6,Alexandre Costa Nunes Nyeme Victoria ,L,10,2,5,17,47.06,BRA,RECEPTION,0,0,13754,
2,5,Zalewski Daroit Priscila ,OH,6,1,3,10,50.00,BRA,RECEPTION,0,0,13754,
3,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13754,
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13754,
5,8,Silva Carneiro Macris Fernanda (C),S,0,0,1,1,0.00,BRA,RECEPTION,0,0,13754,
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,0,0,13754,
7,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,RECEPTION,0,0,13754,
8,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,0,0,13754,
9,14,Araujo Natália ,L,0,0,0,0,,BRA,RECEPTION,0,0,13754,
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13754,
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,0,0,13754,
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,0,0,13754,
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,0,0,13754,
0,17,Bergmann Julia Isabelle ,OH,15,0,7,22,68.18,BRA,RECEPTION,1,29,13754,1
1,6,Alexandre Costa Nunes Nyeme Victoria ,L,2,0,0,2,100.00,BRA,RECEPTION,1,29,13754,1
2,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
3,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
4,5,Zalewski Daroit Priscila ,OH,0,1,0,1,-100.00,BRA,RECEPTION,1,29,13754,1
5,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
7,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
8,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
9,14,Araujo Natália ,L,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,1,29,13754,1
0,17,Bergmann Julia Isabelle ,OH,9,0,4,13,69.23,BRA,RECEPTION,2,23,13754,0
1,6,Alexandre Costa Nunes Nyeme Victoria ,L,4,0,2,6,66.67,BRA,RECEPTION,2,23,13754,0
2,5,Zalewski Daroit Priscila ,OH,2,0,1,3,66.67,BRA,RECEPTION,2,23,13754,0
3,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
5,8,Silva Carneiro Macris Fernanda (C),S,0,0,1,1,0.00,BRA,RECEPTION,2,23,13754,0
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
7,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
8,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
9,14,Araujo Natália ,L,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,2,23,13754,0
0,6,Alexandre Costa Nunes Nyeme Victoria ,L,3,0,2,5,60.00,BRA,RECEPTION,3,27,13754,1
1,17,Bergmann Julia Isabelle ,OH,3,1,6,10,20.00,BRA,RECEPTION,3,27,13754,1
2,5,Zalewski Daroit Priscila ,OH,2,0,2,4,50.00,BRA,RECEPTION,3,27,13754,1
3,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
5,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
7,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
8,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
9,14,Araujo Natália ,L,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,3,27,13754,1
0,17,Bergmann Julia Isabelle ,OH,10,1,4,15,60.00,BRA,RECEPTION,4,25,13754,1
1,5,Zalewski Daroit Priscila ,OH,2,0,0,2,100.00,BRA,RECEPTION,4,25,13754,1
2,6,Alexandre Costa Nunes Nyeme Victoria ,L,1,2,1,4,-25.00,BRA,RECEPTION,4,25,13754,1
3,2,Duarte Alecrim Diana ,MB,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
4,4,Da Silva Ana Carolina ,MB,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
5,8,Silva Carneiro Macris Fernanda (C),S,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
6,9,Ratzke Roberta Silva ,S,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
7,11,Barbosa De Souza Karina ,OH,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
8,12,Menezes Oliveira de Souza Ana Cristina ,OH,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
9,14,Araujo Natália ,L,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
10,15,Viezel Lorena Giovana ,MB,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
11,16,Nascimento Kisy ,O,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
12,18,Araujo De Souza Mayany Cristina ,MB,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
13,24,Geraldo Teixeira Lorenne ,O,0,0,0,0,,BRA,RECEPTION,4,25,13754,1
0,30,Frantti Alexandra ,OH,15,0,8,23,65.22,USA,RECEPTION,0,0,13755,
1,5,Hentz Morgan ,L,10,0,3,13,76.92,USA,RECEPTION,0,0,13755,
2,13,Wilhite Sarah ,OH,8,0,6,14,57.14,USA,RECEPTION,0,0,13755,
3,16,Rettke Dana ,MB,1,0,1,2,50.00,USA,RECEPTION,0,0,13755,
4,6,Dixon Tetori (C),MB,0,0,1,1,0.00,USA,RECEPTION,0,0,13755,
5,7,Carlini Lauren ,S,0,0,1,1,0.00,USA,RECEPTION,0,0,13755,
6,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,RECEPTION,0,0,13755,
7,10,Butler Brionne ,MB,0,0,0,0,,USA,RECEPTION,0,0,13755,
8,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,0,0,13755,
9,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,0,0,13755,
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,0,0,13755,
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,0,0,13755,
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,0,0,13755,
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,0,0,13755,
0,30,Frantti Alexandra ,OH,9,0,2,11,81.82,USA,RECEPTION,1,25,13755,1
1,5,Hentz Morgan ,L,6,0,2,8,75.00,USA,RECEPTION,1,25,13755,1
2,13,Wilhite Sarah ,OH,1,0,2,3,33.33,USA,RECEPTION,1,25,13755,1
3,6,Dixon Tetori (C),MB,0,0,0,0,,USA,RECEPTION,1,25,13755,1
4,7,Carlini Lauren ,S,0,0,0,0,,USA,RECEPTION,1,25,13755,1
5,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,RECEPTION,1,25,13755,1
6,10,Butler Brionne ,MB,0,0,0,0,,USA,RECEPTION,1,25,13755,1
7,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,1,25,13755,1
8,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,1,25,13755,1
9,16,Rettke Dana ,MB,0,0,0,0,,USA,RECEPTION,1,25,13755,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,1,25,13755,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,1,25,13755,1
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,1,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,1,25,13755,1
0,30,Frantti Alexandra ,OH,4,0,6,10,40.00,USA,RECEPTION,2,25,13755,1
1,13,Wilhite Sarah ,OH,3,0,0,3,100.00,USA,RECEPTION,2,25,13755,1
2,5,Hentz Morgan ,L,0,0,0,0,,USA,RECEPTION,2,25,13755,1
3,6,Dixon Tetori (C),MB,0,0,1,1,0.00,USA,RECEPTION,2,25,13755,1
4,7,Carlini Lauren ,S,0,0,0,0,,USA,RECEPTION,2,25,13755,1
5,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,RECEPTION,2,25,13755,1
6,10,Butler Brionne ,MB,0,0,0,0,,USA,RECEPTION,2,25,13755,1
7,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,2,25,13755,1
8,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,2,25,13755,1
9,16,Rettke Dana ,MB,0,0,1,1,0.00,USA,RECEPTION,2,25,13755,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,2,25,13755,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,2,25,13755,1
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,2,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,2,25,13755,1
0,5,Hentz Morgan ,L,4,0,1,5,80.00,USA,RECEPTION,3,25,13755,1
1,13,Wilhite Sarah ,OH,4,0,4,8,50.00,USA,RECEPTION,3,25,13755,1
2,30,Frantti Alexandra ,OH,2,0,0,2,100.00,USA,RECEPTION,3,25,13755,1
3,16,Rettke Dana ,MB,1,0,0,1,100.00,USA,RECEPTION,3,25,13755,1
4,6,Dixon Tetori (C),MB,0,0,0,0,,USA,RECEPTION,3,25,13755,1
5,7,Carlini Lauren ,S,0,0,1,1,0.00,USA,RECEPTION,3,25,13755,1
6,9,Rishel Madison Kingdon ,OH,0,0,0,0,,USA,RECEPTION,3,25,13755,1
7,10,Butler Brionne ,MB,0,0,0,0,,USA,RECEPTION,3,25,13755,1
8,11,Drews Andrea ,O,0,0,0,0,,USA,RECEPTION,3,25,13755,1
9,12,Thompson Jordan ,O,0,0,0,0,,USA,RECEPTION,3,25,13755,1
10,18,Bajema Kara ,OH,0,0,0,0,,USA,RECEPTION,3,25,13755,1
11,19,Gray Jenna ,S,0,0,0,0,,USA,RECEPTION,3,25,13755,1
12,22,White Kendall ,L,0,0,0,0,,USA,RECEPTION,3,25,13755,1
13,31,Stevenson Anna ,MB,0,0,0,0,,USA,RECEPTION,3,25,13755,1
0,4,Peralta Luna Vielka Michelle ,OH,10,1,12,23,39.13,DOM,RECEPTION,0,0,13755,
1,15,Guillen Paredes Madeline Jazmin ,OH,8,3,14,25,20.00,DOM,RECEPTION,0,0,13755,
2,16,Peña Isabel Yonkaira Paola ,OH,5,0,4,9,55.56,DOM,RECEPTION,0,0,13755,
3,25,Martinez Caro Larysmer ,OH,4,0,4,8,50.00,DOM,RECEPTION,0,0,13755,
4,23,Gonzalez Lopez Gaila Ceneida ,O,1,0,0,1,100.00,DOM,RECEPTION,0,0,13755,
5,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,RECEPTION,0,0,13755,
6,3,Rabit Esthefany ,L,0,0,0,0,,DOM,RECEPTION,0,0,13755,
7,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,0,0,13755,
8,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,0,0,13755,
9,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,0,0,13755,
10,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,0,0,13755,
11,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,RECEPTION,0,0,13755,
12,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,0,0,13755,
13,24,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,0,0,13755,
0,15,Guillen Paredes Madeline Jazmin ,OH,4,0,11,15,26.67,DOM,RECEPTION,1,21,13755,0
1,16,Peña Isabel Yonkaira Paola ,OH,3,0,2,5,60.00,DOM,RECEPTION,1,21,13755,0
2,25,Martinez Caro Larysmer ,OH,2,0,0,2,100.00,DOM,RECEPTION,1,21,13755,0
3,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
4,3,Rabit Esthefany ,L,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
5,4,Peralta Luna Vielka Michelle ,OH,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
6,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
7,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
8,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
9,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
13,24,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,1,21,13755,0
0,4,Peralta Luna Vielka Michelle ,OH,3,0,7,10,30.00,DOM,RECEPTION,2,17,13755,0
1,15,Guillen Paredes Madeline Jazmin ,OH,2,2,2,6,0.00,DOM,RECEPTION,2,17,13755,0
2,16,Peña Isabel Yonkaira Paola ,OH,2,0,1,3,66.67,DOM,RECEPTION,2,17,13755,0
3,25,Martinez Caro Larysmer ,OH,1,0,2,3,33.33,DOM,RECEPTION,2,17,13755,0
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
5,3,Rabit Esthefany ,L,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
6,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
7,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
8,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
9,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
10,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
11,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
12,23,Gonzalez Lopez Gaila Ceneida ,O,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
13,24,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,2,17,13755,0
0,4,Peralta Luna Vielka Michelle ,OH,7,1,5,13,46.15,DOM,RECEPTION,3,18,13755,0
1,15,Guillen Paredes Madeline Jazmin ,OH,2,1,1,4,25.00,DOM,RECEPTION,3,18,13755,0
2,23,Gonzalez Lopez Gaila Ceneida ,O,1,0,0,1,100.00,DOM,RECEPTION,3,18,13755,0
3,25,Martinez Caro Larysmer ,OH,1,0,2,3,33.33,DOM,RECEPTION,3,18,13755,0
4,2,Rodriguez Duran Yaneirys ,L,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
5,3,Rabit Esthefany ,L,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
6,6,Dominguez Martinez Camil Inmaculada ,S,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
7,7,Marte Frica Niverka Dharlenis (C),S,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
8,9,Hinojosa Diaz Angelica Maria ,MB,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
9,16,Peña Isabel Yonkaira Paola ,OH,0,0,1,1,0.00,DOM,RECEPTION,3,18,13755,0
10,17,Mambru Casilla Gina Altagracia ,O,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
11,20,Martinez Brayelin Elizabeth ,OH,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
12,21,Martinez Jineiry ,MB,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
13,24,Gonzalez Geraldine Sthefany ,MB,0,0,0,0,,DOM,RECEPTION,3,18,13755,0
0,7,Baladin Hande ,OH,8,0,8,16,50.00,TUR,RECEPTION,0,0,13757,
1,6,Sahin Saliha ,OH,7,1,16,24,25.00,TUR,RECEPTION,0,0,13757,
2,2,Akoz Simge Sebnem ,L,3,0,7,10,30.00,TUR,RECEPTION,0,0,13757,
3,1,Arici Beyza ,MB,0,0,0,0,,TUR,RECEPTION,0,0,13757,
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,0,0,13757,
5,5,Akbay Bahar ,MB,0,0,0,0,,TUR,RECEPTION,0,0,13757,
6,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,0,0,13757,
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,0,0,13757,
8,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,0,0,13757,
9,17,Caliskan Sila ,S,0,0,2,2,0.00,TUR,RECEPTION,0,0,13757,
10,18,Gunes Zehra ,MB,0,0,0,0,,TUR,RECEPTION,0,0,13757,
11,19,Kapucu Ceren ,O,0,0,0,0,,TUR,RECEPTION,0,0,13757,
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,RECEPTION,0,0,13757,
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,0,0,13757,
0,6,Sahin Saliha ,OH,4,0,3,7,57.14,TUR,RECEPTION,1,25,13757,1
1,2,Akoz Simge Sebnem ,L,2,0,1,3,66.67,TUR,RECEPTION,1,25,13757,1
2,7,Baladin Hande ,OH,2,0,4,6,33.33,TUR,RECEPTION,1,25,13757,1
3,1,Arici Beyza ,MB,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
4,3,Özbay Cansu ,S,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
5,5,Akbay Bahar ,MB,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
6,9,Diken Meliha ,O,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
7,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
8,14,Erdem Dündar Eda (C),MB,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
9,17,Caliskan Sila ,S,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
10,18,Gunes Zehra ,MB,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
11,19,Kapucu Ceren ,O,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
12,22,Aydin İlkin ,OH,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
13,99,Karakurt Ebrar ,O,0,0,0,0,,TUR,RECEPTION,1,25,13757,1
0,6,Sahin Saliha ,OH,2,0,8,10,20.00,TUR,RECEPTION,2,25,13757,1
1,7,Baladin Hande ,OH,2,0,2,4,50.00,TUR,RECEPTION,2,25,13757,1
2,1,Arici Beyza ,MB,0,0,0,0,,TUR,RECEPTION,2,25,13757,1
3,2,Akoz Simge Sebnem ,L,0,0,4,4,0.00,TUR,RECEPTION,2,25,13757,1
