,Player No,Player Name,Position,Total ABS,Attack Points,Block Points,Serve Points,Errors, Efficiency %,Country,type,num_set,this_turn_score,num_race,win_or_lose
0,99,Karakurt Ebrar ,O,5,4,1,0,,5.26,TUR,SCORING,4,22,11831,0
1,19,Kalac Asli ,MB,4,3,1,0,,11.11,TUR,SCORING,4,22,11831,0
2,14,Erdem Dündar Eda (C),MB,3,3,0,0,,0.00,TUR,SCORING,4,22,11831,0
3,7,Baladin Hande ,OH,2,2,0,0,,-11.11,TUR,SCORING,4,22,11831,0
4,9,Diken Meliha ,O,1,1,0,0,,0.00,TUR,SCORING,4,22,11831,0
5,13,Boz Meryem ,O,1,1,0,0,,25.00,TUR,SCORING,4,22,11831,0
6,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,4,22,11831,0
7,3,Özbay Cansu ,S,0,0,0,0,,-12.50,TUR,SCORING,4,22,11831,0
8,4,Ivegin Tugba ,OH,0,0,0,0,,,TUR,SCORING,4,22,11831,0
9,5,Ercan Seyma ,OH,0,0,0,0,,0.00,TUR,SCORING,4,22,11831,0
10,6,Akman Kubra ,MB,0,0,0,0,,,TUR,SCORING,4,22,11831,0
11,8,Guveli Yasemin ,MB,0,0,0,0,,,TUR,SCORING,4,22,11831,0
12,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,,TUR,SCORING,4,22,11831,0
13,11,Aydemir Akyol Naz ,S,0,0,0,0,,,TUR,SCORING,4,22,11831,0
0,9,Diken Meliha ,O,3,1,2,0,,11.11,TUR,SCORING,5,16,11831,1
1,13,Boz Meryem ,O,2,1,1,0,,0.00,TUR,SCORING,5,16,11831,1
2,19,Kalac Asli ,MB,2,1,0,1,,22.22,TUR,SCORING,5,16,11831,1
3,3,Özbay Cansu ,S,1,0,1,0,,100.00,TUR,SCORING,5,16,11831,1
4,14,Erdem Dündar Eda (C),MB,1,1,0,0,,0.00,TUR,SCORING,5,16,11831,1
5,2,Akoz Simge Sebnem ,L,0,0,0,0,,,TUR,SCORING,5,16,11831,1
6,4,Ivegin Tugba ,OH,0,0,0,0,,,TUR,SCORING,5,16,11831,1
7,5,Ercan Seyma ,OH,0,0,0,0,,-25.00,TUR,SCORING,5,16,11831,1
8,6,Akman Kubra ,MB,0,0,0,0,,,TUR,SCORING,5,16,11831,1
9,7,Baladin Hande ,OH,0,0,0,0,,,TUR,SCORING,5,16,11831,1
10,8,Guveli Yasemin ,MB,0,0,0,0,,,TUR,SCORING,5,16,11831,1
11,10,Aykac Altıntaş Ayca ,L,0,0,0,0,,,TUR,SCORING,5,16,11831,1
12,11,Aydemir Akyol Naz ,S,0,0,0,0,,-50.00,TUR,SCORING,5,16,11831,1
13,99,Karakurt Ebrar ,O,0,0,0,0,,0.00,TUR,SCORING,5,16,11831,1
0,3,Caric Sara ,O,22,18,4,0,,12.50,SRB,SCORING,0,0,11831,
1,2,Lazovic Katarina (C),OH,17,10,2,5,,1.23,SRB,SCORING,0,0,11831,
2,22,Lozo Sara ,O,15,13,1,1,,19.23,SRB,SCORING,0,0,11831,
3,21,Kocic Jovana ,MB,12,5,6,1,,-6.00,SRB,SCORING,0,0,11831,
4,24,Medic Sofija ,MB,11,5,4,2,,12.82,SRB,SCORING,0,0,11831,
5,26,Savic Vanja ,O,3,3,0,0,,0.00,SRB,SCORING,0,0,11831,
6,7,Jaksic Ana ,S,1,0,1,0,,0.00,SRB,SCORING,0,0,11831,
7,23,Djordjevic Mila ,S,1,1,0,0,,0.00,SRB,SCORING,0,0,11831,
8,34,Mirosavljevic Jovana ,OH,1,1,0,0,,0.00,SRB,SCORING,0,0,11831,
9,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,0,0,11831,
10,25,Markovic Bozica ,MB,0,0,0,0,,,SRB,SCORING,0,0,11831,
11,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,0,0,11831,
12,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,0,0,11831,
13,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,0,0,11831,
0,2,Lazovic Katarina (C),OH,5,3,0,2,,21.43,SRB,SCORING,1,21,11831,0
1,22,Lozo Sara ,O,3,3,0,0,,22.22,SRB,SCORING,1,21,11831,0
2,3,Caric Sara ,O,2,1,1,0,,-30.00,SRB,SCORING,1,21,11831,0
3,21,Kocic Jovana ,MB,2,1,0,1,,0.00,SRB,SCORING,1,21,11831,0
4,23,Djordjevic Mila ,S,1,1,0,0,,0.00,SRB,SCORING,1,21,11831,0
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,1,21,11831,0
6,7,Jaksic Ana ,S,0,0,0,0,,,SRB,SCORING,1,21,11831,0
7,24,Medic Sofija ,MB,0,0,0,0,,-25.00,SRB,SCORING,1,21,11831,0
8,25,Markovic Bozica ,MB,0,0,0,0,,,SRB,SCORING,1,21,11831,0
9,26,Savic Vanja ,O,0,0,0,0,,-50.00,SRB,SCORING,1,21,11831,0
10,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,1,21,11831,0
11,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,1,21,11831,0
12,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,1,21,11831,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,,SRB,SCORING,1,21,11831,0
0,3,Caric Sara ,O,5,5,0,0,,26.67,SRB,SCORING,2,25,11831,1
1,24,Medic Sofija ,MB,4,2,1,1,,25.00,SRB,SCORING,2,25,11831,1
2,2,Lazovic Katarina (C),OH,3,1,1,1,,5.00,SRB,SCORING,2,25,11831,1
3,21,Kocic Jovana ,MB,3,1,2,0,,33.33,SRB,SCORING,2,25,11831,1
4,26,Savic Vanja ,O,2,2,0,0,,33.33,SRB,SCORING,2,25,11831,1
5,7,Jaksic Ana ,S,1,0,1,0,,25.00,SRB,SCORING,2,25,11831,1
6,22,Lozo Sara ,O,1,1,0,0,,0.00,SRB,SCORING,2,25,11831,1
7,34,Mirosavljevic Jovana ,OH,1,1,0,0,,0.00,SRB,SCORING,2,25,11831,1
8,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,2,25,11831,1
9,23,Djordjevic Mila ,S,0,0,0,0,,,SRB,SCORING,2,25,11831,1
10,25,Markovic Bozica ,MB,0,0,0,0,,,SRB,SCORING,2,25,11831,1
11,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,2,25,11831,1
12,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,2,25,11831,1
13,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,2,25,11831,1
0,3,Caric Sara ,O,7,5,2,0,,50.00,SRB,SCORING,3,23,11831,0
1,2,Lazovic Katarina (C),OH,6,3,1,2,,11.11,SRB,SCORING,3,23,11831,0
2,22,Lozo Sara ,O,3,1,1,1,,22.22,SRB,SCORING,3,23,11831,0
3,24,Medic Sofija ,MB,3,1,1,1,,10.00,SRB,SCORING,3,23,11831,0
4,26,Savic Vanja ,O,1,1,0,0,,25.00,SRB,SCORING,3,23,11831,0
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,3,23,11831,0
6,7,Jaksic Ana ,S,0,0,0,0,,-20.00,SRB,SCORING,3,23,11831,0
7,21,Kocic Jovana ,MB,0,0,0,0,,-50.00,SRB,SCORING,3,23,11831,0
8,23,Djordjevic Mila ,S,0,0,0,0,,0.00,SRB,SCORING,3,23,11831,0
9,25,Markovic Bozica ,MB,0,0,0,0,,,SRB,SCORING,3,23,11831,0
10,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,3,23,11831,0
11,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,3,23,11831,0
12,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,3,23,11831,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,0.00,SRB,SCORING,3,23,11831,0
0,3,Caric Sara ,O,7,6,1,0,,19.05,SRB,SCORING,4,25,11831,1
1,22,Lozo Sara ,O,5,5,0,0,,41.67,SRB,SCORING,4,25,11831,1
2,21,Kocic Jovana ,MB,4,2,2,0,,-6.25,SRB,SCORING,4,25,11831,1
3,2,Lazovic Katarina (C),OH,2,2,0,0,,-15.79,SRB,SCORING,4,25,11831,1
4,24,Medic Sofija ,MB,1,0,1,0,,10.00,SRB,SCORING,4,25,11831,1
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,4,25,11831,1
6,7,Jaksic Ana ,S,0,0,0,0,,0.00,SRB,SCORING,4,25,11831,1
7,23,Djordjevic Mila ,S,0,0,0,0,,,SRB,SCORING,4,25,11831,1
8,25,Markovic Bozica ,MB,0,0,0,0,,,SRB,SCORING,4,25,11831,1
9,26,Savic Vanja ,O,0,0,0,0,,0.00,SRB,SCORING,4,25,11831,1
10,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,4,25,11831,1
11,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,4,25,11831,1
12,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,4,25,11831,1
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,,SRB,SCORING,4,25,11831,1
0,21,Kocic Jovana ,MB,3,1,2,0,,12.50,SRB,SCORING,5,14,11831,0
1,22,Lozo Sara ,O,3,3,0,0,,5.88,SRB,SCORING,5,14,11831,0
2,24,Medic Sofija ,MB,3,2,1,0,,28.57,SRB,SCORING,5,14,11831,0
3,2,Lazovic Katarina (C),OH,1,1,0,0,,-20.00,SRB,SCORING,5,14,11831,0
4,3,Caric Sara ,O,1,1,0,0,,-25.00,SRB,SCORING,5,14,11831,0
5,6,Uzelac Aleksandra ,OH,0,0,0,0,,,SRB,SCORING,5,14,11831,0
6,7,Jaksic Ana ,S,0,0,0,0,,0.00,SRB,SCORING,5,14,11831,0
7,23,Djordjevic Mila ,S,0,0,0,0,,,SRB,SCORING,5,14,11831,0
8,25,Markovic Bozica ,MB,0,0,0,0,,,SRB,SCORING,5,14,11831,0
9,26,Savic Vanja ,O,0,0,0,0,,,SRB,SCORING,5,14,11831,0
10,28,Delic Jelena ,MB,0,0,0,0,,,SRB,SCORING,5,14,11831,0
11,31,Djurdjevic Sanja ,L,0,0,0,0,,,SRB,SCORING,5,14,11831,0
12,32,Gocanin Bojana ,L,0,0,0,0,,,SRB,SCORING,5,14,11831,0
13,34,Mirosavljevic Jovana ,OH,0,0,0,0,,0.00,SRB,SCORING,5,14,11831,0
0,5,Araki Erika (C),MB,14,9,3,2,,25.71,JPN,SCORING,0,0,11833,
1,1,Kurogo Ai ,OH,13,9,3,1,,16.67,JPN,SCORING,0,0,11833,
2,2,Nishida Sarina ,OH,12,8,2,2,,22.22,JPN,SCORING,0,0,11833,
3,3,Shimamura Haruyo ,MB,11,9,2,0,,12.20,JPN,SCORING,0,0,11833,
4,8,Ishikawa Mayu ,OH,9,8,1,0,,20.00,JPN,SCORING,0,0,11833,
5,21,Hayashi Kotona ,OH,2,1,1,0,,28.57,JPN,SCORING,0,0,11833,
6,7,Ishii Yuki ,OH,0,0,0,0,,0.00,JPN,SCORING,0,0,11833,
7,9,Tashiro Kanami ,S,0,0,0,0,,0.00,JPN,SCORING,0,0,11833,
8,13,Okumura Mai ,MB,0,0,0,0,,,JPN,SCORING,0,0,11833,
9,14,Kobata Mako ,L,0,0,0,0,,,JPN,SCORING,0,0,11833,
10,15,Inoue Kotoe ,L,0,0,0,0,,,JPN,SCORING,0,0,11833,
11,19,Yamada Nichika ,MB,0,0,0,0,,,JPN,SCORING,0,0,11833,
12,20,Seki Nanami ,S,0,0,0,0,,,JPN,SCORING,0,0,11833,
13,24,Momii Aki ,S,0,0,0,0,,-18.75,JPN,SCORING,0,0,11833,
0,3,Shimamura Haruyo ,MB,5,4,1,0,,30.77,JPN,SCORING,1,25,11833,1
1,8,Ishikawa Mayu ,OH,5,4,1,0,,41.67,JPN,SCORING,1,25,11833,1
2,1,Kurogo Ai ,OH,4,2,1,1,,23.08,JPN,SCORING,1,25,11833,1
3,2,Nishida Sarina ,OH,4,3,1,0,,16.67,JPN,SCORING,1,25,11833,1
4,5,Araki Erika (C),MB,3,1,1,1,,25.00,JPN,SCORING,1,25,11833,1
5,7,Ishii Yuki ,OH,0,0,0,0,,,JPN,SCORING,1,25,11833,1
6,9,Tashiro Kanami ,S,0,0,0,0,,0.00,JPN,SCORING,1,25,11833,1
7,13,Okumura Mai ,MB,0,0,0,0,,,JPN,SCORING,1,25,11833,1
8,14,Kobata Mako ,L,0,0,0,0,,,JPN,SCORING,1,25,11833,1
9,15,Inoue Kotoe ,L,0,0,0,0,,,JPN,SCORING,1,25,11833,1
10,19,Yamada Nichika ,MB,0,0,0,0,,,JPN,SCORING,1,25,11833,1
11,20,Seki Nanami ,S,0,0,0,0,,,JPN,SCORING,1,25,11833,1
12,21,Hayashi Kotona ,OH,0,0,0,0,,0.00,JPN,SCORING,1,25,11833,1
13,24,Momii Aki ,S,0,0,0,0,,-50.00,JPN,SCORING,1,25,11833,1
0,5,Araki Erika (C),MB,7,5,1,1,,40.00,JPN,SCORING,2,25,11833,1
1,1,Kurogo Ai ,OH,6,5,1,0,,18.75,JPN,SCORING,2,25,11833,1
2,2,Nishida Sarina ,OH,5,2,1,2,,41.67,JPN,SCORING,2,25,11833,1
3,3,Shimamura Haruyo ,MB,2,2,0,0,,0.00,JPN,SCORING,2,25,11833,1
4,7,Ishii Yuki ,OH,0,0,0,0,,0.00,JPN,SCORING,2,25,11833,1
5,8,Ishikawa Mayu ,OH,0,0,0,0,,-14.29,JPN,SCORING,2,25,11833,1
6,9,Tashiro Kanami ,S,0,0,0,0,,,JPN,SCORING,2,25,11833,1
7,13,Okumura Mai ,MB,0,0,0,0,,,JPN,SCORING,2,25,11833,1
8,14,Kobata Mako ,L,0,0,0,0,,,JPN,SCORING,2,25,11833,1
9,15,Inoue Kotoe ,L,0,0,0,0,,,JPN,SCORING,2,25,11833,1
10,19,Yamada Nichika ,MB,0,0,0,0,,,JPN,SCORING,2,25,11833,1
11,20,Seki Nanami ,S,0,0,0,0,,,JPN,SCORING,2,25,11833,1
12,21,Hayashi Kotona ,OH,0,0,0,0,,,JPN,SCORING,2,25,11833,1
13,24,Momii Aki ,S,0,0,0,0,,0.00,JPN,SCORING,2,25,11833,1
0,3,Shimamura Haruyo ,MB,4,3,1,0,,5.00,JPN,SCORING,3,25,11833,1
1,5,Araki Erika (C),MB,4,3,1,0,,8.33,JPN,SCORING,3,25,11833,1
2,8,Ishikawa Mayu ,OH,4,4,0,0,,18.18,JPN,SCORING,3,25,11833,1
3,1,Kurogo Ai ,OH,3,2,1,0,,7.69,JPN,SCORING,3,25,11833,1
4,2,Nishida Sarina ,OH,3,3,0,0,,8.33,JPN,SCORING,3,25,11833,1
5,21,Hayashi Kotona ,OH,2,1,1,0,,40.00,JPN,SCORING,3,25,11833,1
6,7,Ishii Yuki ,OH,0,0,0,0,,,JPN,SCORING,3,25,11833,1
7,9,Tashiro Kanami ,S,0,0,0,0,,0.00,JPN,SCORING,3,25,11833,1
8,13,Okumura Mai ,MB,0,0,0,0,,,JPN,SCORING,3,25,11833,1
9,14,Kobata Mako ,L,0,0,0,0,,,JPN,SCORING,3,25,11833,1
10,15,Inoue Kotoe ,L,0,0,0,0,,,JPN,SCORING,3,25,11833,1
11,19,Yamada Nichika ,MB,0,0,0,0,,,JPN,SCORING,3,25,11833,1
12,20,Seki Nanami ,S,0,0,0,0,,,JPN,SCORING,3,25,11833,1
13,24,Momii Aki ,S,0,0,0,0,,-14.29,JPN,SCORING,3,25,11833,1
0,5,Thinkaow Pleumjit ,MB,10,9,1,0,,15.62,THA,SCORING,0,0,11833,
1,6,Sittirak Onuma ,OH,8,7,1,0,,2.56,THA,SCORING,0,0,11833,
2,15,Kanthong Malika ,O,8,7,0,1,,16.67,THA,SCORING,0,0,11833,
3,9,Chuewulim Sutadta ,OH,5,5,0,0,,0.00,THA,SCORING,0,0,11833,
4,19,Krause Karina ,MB,5,5,0,0,,0.00,THA,SCORING,0,0,11833,
5,10,Apinyapong Wilavan (C),L,1,1,0,0,,20.00,THA,SCORING,0,0,11833,
6,13,Tomkom Nootsara ,S,1,0,0,1,,-9.09,THA,SCORING,0,0,11833,
7,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,0,0,11833,
8,3,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,0,0,11833,
9,8,Sang-Ob Tirawan ,MB,0,0,0,0,,,THA,SCORING,0,0,11833,
10,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,0,0,11833,
11,12,Chaisri Tapaphaipun ,L,0,0,0,0,,,THA,SCORING,0,0,11833,
12,14,Juangjan Pattiya ,OH,0,0,0,0,,-100.00,THA,SCORING,0,0,11833,
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,,THA,SCORING,0,0,11833,
0,6,Sittirak Onuma ,OH,2,2,0,0,,-8.33,THA,SCORING,1,15,11833,0
1,9,Chuewulim Sutadta ,OH,2,2,0,0,,20.00,THA,SCORING,1,15,11833,0
2,15,Kanthong Malika ,O,2,2,0,0,,10.00,THA,SCORING,1,15,11833,0
3,5,Thinkaow Pleumjit ,MB,1,1,0,0,,-25.00,THA,SCORING,1,15,11833,0
4,10,Apinyapong Wilavan (C),L,1,1,0,0,,20.00,THA,SCORING,1,15,11833,0
5,19,Krause Karina ,MB,1,1,0,0,,16.67,THA,SCORING,1,15,11833,0
6,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,1,15,11833,0
7,3,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,1,15,11833,0
8,8,Sang-Ob Tirawan ,MB,0,0,0,0,,,THA,SCORING,1,15,11833,0
9,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,1,15,11833,0
10,12,Chaisri Tapaphaipun ,L,0,0,0,0,,,THA,SCORING,1,15,11833,0
11,13,Tomkom Nootsara ,S,0,0,0,0,,-66.67,THA,SCORING,1,15,11833,0
12,14,Juangjan Pattiya ,OH,0,0,0,0,,,THA,SCORING,1,15,11833,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,,THA,SCORING,1,15,11833,0
0,5,Thinkaow Pleumjit ,MB,5,5,0,0,,44.44,THA,SCORING,2,17,11833,0
1,15,Kanthong Malika ,O,4,3,0,1,,13.33,THA,SCORING,2,17,11833,0
2,6,Sittirak Onuma ,OH,3,3,0,0,,27.27,THA,SCORING,2,17,11833,0
3,9,Chuewulim Sutadta ,OH,1,1,0,0,,0.00,THA,SCORING,2,17,11833,0
4,13,Tomkom Nootsara ,S,1,0,0,1,,16.67,THA,SCORING,2,17,11833,0
5,19,Krause Karina ,MB,1,1,0,0,,-28.57,THA,SCORING,2,17,11833,0
6,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,2,17,11833,0
7,3,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,2,17,11833,0
8,8,Sang-Ob Tirawan ,MB,0,0,0,0,,,THA,SCORING,2,17,11833,0
9,10,Apinyapong Wilavan (C),L,0,0,0,0,,,THA,SCORING,2,17,11833,0
10,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,2,17,11833,0
11,12,Chaisri Tapaphaipun ,L,0,0,0,0,,,THA,SCORING,2,17,11833,0
12,14,Juangjan Pattiya ,OH,0,0,0,0,,-100.00,THA,SCORING,2,17,11833,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,,THA,SCORING,2,17,11833,0
0,5,Thinkaow Pleumjit ,MB,4,3,1,0,,20.00,THA,SCORING,3,16,11833,0
1,6,Sittirak Onuma ,OH,3,2,1,0,,-6.25,THA,SCORING,3,16,11833,0
2,19,Krause Karina ,MB,3,3,0,0,,10.00,THA,SCORING,3,16,11833,0
3,9,Chuewulim Sutadta ,OH,2,2,0,0,,-8.33,THA,SCORING,3,16,11833,0
4,15,Kanthong Malika ,O,2,2,0,0,,40.00,THA,SCORING,3,16,11833,0
5,2,Pannoy Piyanut ,L,0,0,0,0,,,THA,SCORING,3,16,11833,0
6,3,ManaKij Sirima ,S,0,0,0,0,,,THA,SCORING,3,16,11833,0
7,8,Sang-Ob Tirawan ,MB,0,0,0,0,,,THA,SCORING,3,16,11833,0
8,10,Apinyapong Wilavan (C),L,0,0,0,0,,,THA,SCORING,3,16,11833,0
9,11,Hyapha Amporn ,MB,0,0,0,0,,,THA,SCORING,3,16,11833,0
10,12,Chaisri Tapaphaipun ,L,0,0,0,0,,,THA,SCORING,3,16,11833,0
11,13,Tomkom Nootsara ,S,0,0,0,0,,0.00,THA,SCORING,3,16,11833,0
12,14,Juangjan Pattiya ,OH,0,0,0,0,,-100.00,THA,SCORING,3,16,11833,0
13,24,Nuanjam Watchareeya ,MB,0,0,0,0,,,THA,SCORING,3,16,11833,0
0,9,Zhang Changning (C),OH,23,16,6,1,,14.49,CHN,SCORING,0,0,11834,
1,19,Liu Yanhan ,OH,15,14,1,0,,25.45,CHN,SCORING,0,0,11834,
2,8,Li Yao ,OH,14,10,2,2,,9.43,CHN,SCORING,0,0,11834,
3,4,Yang Hanyu ,MB,8,5,2,1,,0.00,CHN,SCORING,0,0,11834,
4,14,Zheng Yixin ,O,7,5,0,2,,21.74,CHN,SCORING,0,0,11834,
5,7,Wang Yuanyuan ,MB,3,2,1,0,,-13.64,CHN,SCORING,0,0,11834,
6,3,Diao Linyu ,S,2,1,0,1,,20.00,CHN,SCORING,0,0,11834,
7,5,Gao Yi ,MB,0,0,0,0,,,CHN,SCORING,0,0,11834,
8,10,Liu Xiaotong ,OH,0,0,0,0,,-66.67,CHN,SCORING,0,0,11834,
9,11,Yao Di ,S,0,0,0,0,,-17.65,CHN,SCORING,0,0,11834,
10,15,Lin Li ,L,0,0,0,0,,,CHN,SCORING,0,0,11834,
11,18,Wang Mengjie ,L,0,0,0,0,,,CHN,SCORING,0,0,11834,
12,22,Duan Fang ,OH,0,0,0,0,,-50.00,CHN,SCORING,0,0,11834,
0,9,Zhang Changning (C),OH,7,5,2,0,,3.85,CHN,SCORING,1,23,11834,0
1,19,Liu Yanhan ,OH,5,5,0,0,,29.41,CHN,SCORING,1,23,11834,0
